timestamp,corridor_id,corridor_name,curr_precip_mm,forecast_rain_6h_sum_mm,forecast_rain_max_intensity_mm,forecast_precip_prob_max,wind_speed_kmh,wind_gust_kmh,visibility_km,severe_weather_flag,antecedent_rain_24h_mm,antecedent_rain_72h_mm,elevation_m,slope_angle_deg,terrain_type,road_class,historical_vulnerability_score,is_monsoon_season,month_of_year,hour_of_day,active_incidents_nearby_15km,disruption_within_6h
2025-01-09T12:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,14.3,16.2,21.1,11.4,0,4.5,29.9,1410.2,32.0,Steep Ghat,national_highway,0.826,0,1,12,2,0
2025-01-09T12:00:00+00:00,RD-NER-02,Aizawl-Lunglei Ridge Pass,1.0,4.0,2.2,59.0,15.4,27.4,15.0,0,6.2,15.0,1170.1,31.0,Steep Ghat,arterial,0.556,0,1,12,0,0
2025-01-09T14:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,12.0,13.2,19.8,14.8,0,8.6,31.9,1427.1,31.8,Steep Ghat,national_highway,0.711,0,1,14,1,0
2025-01-09T15:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,23.3,2.0,5.0,12.0,0,5.2,15.3,40.0,1.0,Plain,national_highway,0.503,0,1,15,0,0
2025-01-09T15:00:00+00:00,NH-2,Guwahati-Shillong-Imphal,0.0,0.0,0.0,20.2,11.6,15.8,12.1,0,4.7,24.8,1481.4,31.3,Steep Ghat,national_highway,0.771,0,1,15,0,0
2025-01-09T15:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,0.0,0.0,14.5,5.9,9.6,13.8,0,16.2,56.4,1642.8,36.1,High Mountain Ridge,national_highway,0.91,0,1,15,0,0
2025-01-09T17:00:00+00:00,NH-29,Dimapur-Kohima Corridor,0.0,0.0,0.0,24.4,13.1,22.4,15.0,0,0.4,7.2,1341.8,35.2,Steep Ghat,national_highway,0.876,0,1,17,1,0
2025-01-09T19:00:00+00:00,NH-10,Siliguri-Gangtok Highway,0.0,11.4,5.5,55.4,4.8,7.7,12.7,0,14.0,46.6,1691.3,38.8,High Mountain Ridge,national_highway,0.92,0,1,19,1,0
2025-01-09T20:00:00+00:00,SH-12,Mawkyrwat-Nongstoin Link,0.0,0.0,0.0,22.1,2.6,5.0,9.8,0,2.8,17.7,957.6,23.2,Foothill,state_highway,0.58,0,1,20,2,0
2025-01-09T21:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,10.7,6.7,11.9,14.0,0,11.1,46.2,46.7,3.2,Plain,national_highway,0.554,0,1,21,0,0
2025-01-09T23:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,21.5,15.6,25.6,12.4,0,22.2,68.1,2874.6,48.6,High Mountain Ridge,arterial,0.735,0,1,23,1,1
2025-01-09T23:00:00+00:00,NH-37,Kaziranga Flood Bypass,0.0,0.0,0.0,17.2,13.3,18.5,12.8,0,17.8,63.1,118.2,1.2,Plain,national_highway,0.522,0,1,23,0,0
2025-01-10T04:00:00+00:00,RD-NER-01,Tawang Border Access,0.0,0.0,0.0,17.6,13.4,19.0,13.7,0,6.3,28.3,2806.1,41.5,High Mountain Ridge,arterial,0.751,0,1,4,4,1
