slide_id,state,district,slide_name,road_location,latitude,longitude,material,movement_type,history,name,highway,ref,maxspeed,lanes,surface,smoothness,length,distance_to_road_m,road_match_status,target,elevation,slope,temperature_avg,temperature_max,temperature_min,rainfall_avg,rainfall_max,humidity_avg,nearby_landslide_count,landslide_density
NAG/KOH/83K1/2016/082,Nagaland,Kohima,,Botsa,25.850667,94.154667,Debris,Slide,,,secondary,,,,,,18650.0,18.48585388339672,MATCHED,1,1426.43017578125,25.1261905413224,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,52,0.16552114081557115
,,,,,27.317885262972123,95.00971534596532,,,,,residential,,,,,,461.0,0.0,NEGATIVE_SAMPLE,0,108.91553497314452,2.776466170204914,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,24.97246264086371,92.58385160003272,,,,,residential,,,,,,152.0,0.0,NEGATIVE_SAMPLE,0,16.519132614135742,1.0914399856394494,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,4,0.012732395447351627
,,,,,25.73228747401103,93.883546445507,,,,,residential,,,,,,616.0,0.0,NEGATIVE_SAMPLE,0,423.113037109375,12.892661043585782,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,63,0.20053522829578813
AR/CHNG/92A03/2022/075,Arunachal Pradesh,Changlang,700 m E of Taipi Dudam,Jarampur- Nampong road,27.288125,96.075898,Debris,Slide,,,trunk,NH315,,,,,6100.0,17.681987176577856,MATCHED,1,305.3270263671875,20.104674286311912,,,,,,,18,0.05729577951308232
MN/JRM/83H02/2020/4,Manipur,Jiribam,,Pangkotphai- Nungkhal road,24.74,93.16,Rock,Slide,,,tertiary,,,,,,2471.0,55.21099877882167,MATCHED,1,29.622133255004883,0.7096247301462342,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,29,0.0923098669932993
,,,,,23.71657517907807,91.22794761601617,,,,,residential,,,,,,57.0,0.0,NEGATIVE_SAMPLE,0,17.051054000854492,5.83087012206534,26.190695347673834,33.6,13.6,6.149498997995992,361.9,80.94475138121547,0,0.0
AP/KM/83I01/2021/7,Arunachal Pradesh,Kamle,East of Tamen Suspension Bridge,E of Tamen Suspension Bridge,27.754056,94.018528,Debris,Slide,,,unclassified,,,,,,1220.0,5.061239570902265,MATCHED,1,324.3377685546875,40.06631059926424,,,,,,,19,0.06047887837492023
,,,,,24.74796594337172,92.78494657156668,,,,,residential,,,,,,289.0,0.0,NEGATIVE_SAMPLE,0,28.56908226013184,5.549534757387124,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,2,0.006366197723675813
,,,,,25.904914166013857,93.6788402940162,,,,,residential,,,,,,61.0,0.0,NEGATIVE_SAMPLE,0,157.02195739746094,5.702644538590689,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,5,0.015915494309189534
NG/KOH/83K2/2015/112,Nagaland,Kohima,,"Army cantonement, Kohima",25.669,94.114,Debris,Slide,,,unclassified,,,,,,959.0,41.36870953762064,MATCHED,1,1342.9727783203125,13.087074014708294,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,253,0.8053240120449904
MAN/UKH/83K08/2015/050,Manipur,Ukhrul,,Ukhrul Talui road,25.186167000000005,94.342889,Debris,Slide,,,tertiary,,,,,,6371.0,1.2985749848107189,MATCHED,1,1647.5977783203125,29.463423001919544,22.23690693430657,32.9,10.9,3.649178695868592,101.1,79.76685082872928,23,0.07321127382227186
,,,,,25.476543770805964,91.82533984642092,,,,,residential,,,,,,300.0,0.0,NEGATIVE_SAMPLE,0,1817.5806884765625,8.454509515854303,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,28,0.08912676813146139
,,,,,24.354761582823112,93.6938341202716,,,,,residential,,,,,,220.0,0.0,NEGATIVE_SAMPLE,0,848.7153930664062,3.98224750524656,,,,,,,37,0.11777465788800255
,,,,,23.835423250497183,94.1489431504086,,,,,residential,,,,,,86.0,0.0,NEGATIVE_SAMPLE,0,190.28683471679688,3.181589805651651,,,,,,,0,0.0
MZ/SER/84A15/2016/116,Mizoram,Serchhip,,"East of Tlawng River Bridge, SH-",23.301399,92.699109,Rock,Slide,2016,,secondary,,,,,,5781.0,26.42463543108423,MATCHED,1,386.8693237304688,42.78158174949981,,,,,,,94,0.2992112930127632
SKM/NS/78A11/2015/07,Sikkim,North Sikkim,Chawang,North Sikkim Highway,27.437889,88.601694,Debris,Slide,,,unclassified,,,,,,4131.0,3.744427617256924,MATCHED,1,1788.00439453125,27.14514711663565,,,,,,,89,0.2832957987035737
MG/EKH/78O12/2017/6,Meghalaya,East Khasi Hills,,300 m SSW of Nongriat village,25.247226,91.67143500000002,Rock,Slide,,,residential,,,,asphalt,,1523.0,908.7859060064536,MATCHED,1,312.9921875,46.16429540106795,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,91,0.2896619964272495
SKM/WS/78A07/2015/352,Sikkim,West Sikkim,,Dhupidara Road,27.3955,88.306889,Debris,Slide,,,unclassified,,,,,,9461.0,14.02658260832224,MATCHED,1,1638.3515625,36.773599833571055,18.63182125930941,30.9,1.0,8.528519306780177,233.9,81.46498792687133,13,0.04138028520389279
MZ/LAW/84B11/2020/7,Mizoram,Lawngtlai,Bungtlang S to Sekulhkai road slide 2,Bungtlang S to Sekulhkai road,22.34,92.75,Debris,Slide,2019,,primary,,,,,,4074.0,227.2765369577626,MATCHED,1,422.3219909667969,22.75127993126444,,,,,,,32,0.10185916357881301
,,,,,27.174850440286736,88.46984746814994,,,,,unclassified,,,,,,1314.0,0.0,NEGATIVE_SAMPLE,0,1378.2413330078125,34.17915662360388,18.63182125930941,30.9,1.0,8.528519306780177,233.9,81.46498792687133,137,0.4360845440717932
,,,,,23.01568391246404,93.091389877513,,,,,unclassified,,,,,,197.0,0.0,NEGATIVE_SAMPLE,0,1169.1029052734375,21.48684205453003,,,,,,,5,0.015915494309189534
AP/EK/83E03/2021/17,Arunachal Pradesh,East Kameng,NH-31 slide-8,NH-36,27.302861,93.050917,Soil / Earth,Slide,,,trunk,NH13,,,,,2953.0,35.27538547249592,MATCHED,1,1199.197998046875,28.9717201645784,24.945631552671,33.3,14.6,6.053046953046953,174.0,80.043718871057,67,0.21326762374313976
MIZ/AZL/2024/355,Mizoram,Aizawl,,,23.6025,92.76527778000002,Debris,Slide,,,unclassified,,,,,,13242.0,10.181506054231068,MATCHED,1,486.6643676757813,16.827879464195796,24.334384121424403,31.7,13.7,4.743912408759124,99.5,79.61500291885581,257,0.818056407492342
ME/EKJ/78O15/2015/103,Meghalaya,East Khasi Hills,,NH-40 (Shillong-Pynursla road),25.351303999999995,91.89353,Debris,Slide,,,trunk,NH206,,,,,21038.0,6.953050867503285,MATCHED,1,1557.1689453125,23.37717191985829,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,89,0.2832957987035737
MIZ/AZL/2024/420,Mizoram,Aizawl,,,23.53694444,92.6975,Debris,Slide,28 May 2024,,primary,,,,,,12064.0,16.770180774116042,MATCHED,1,837.1311645507812,34.80951299382417,24.334384121424403,31.7,13.7,4.743912408759124,99.5,79.61500291885581,248,0.7894085177358009
MN/CCP/83H11/2020/5,Manipur,Churachandpur,,Tulumjang village,24.15,93.58,Debris,Slide,,Guite Road,trunk,NH102B,,,,,10639.0,375.0060586952915,MATCHED,1,1002.203857421875,30.34203015289111,,,,,,,36,0.11459155902616464
AS/DIM/83C16/2017/04,Assam,Dima Hasao,Retzawl4,West of Retzawl,25.108806,92.975139,Debris,Slide,,,trunk,NH27,,,,,3451.0,89.35261821600936,MATCHED,1,364.1625061035156,20.10949882427981,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,151,0.48064792813752394
,,,,,27.18759183977629,94.01900976263865,,,,,residential,,,,,,3535.0,0.0,NEGATIVE_SAMPLE,0,96.7629165649414,2.746726605127221,24.57065706570657,35.0,12.9,9.633934204596663,173.0,81.8010152284264,0,0.0
ME/EKH/83C02/2015/152,Meghalaya,East Khasi Hills,,"Puriang, NH-44",25.542805999999995,92.096972,Rock,Slide,,,trunk,NH6,,,asphalt,,7863.0,7.645366631993713,MATCHED,1,1301.543212890625,26.101447608605618,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,21,0.06684507609859604
MEG/WJH/83C4/2016/89,Meghalaya,East Jaintia Hills,1.81 km SE of Umkiang,NH44,25.049744,92.400678,Debris,Slide,2016,,trunk,NH6,,,,,4797.0,11.701670498159846,MATCHED,1,72.09217834472656,14.39217326722093,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,96,0.30557749073643903
,,,,,26.26277238844428,92.31866068243596,,,,,residential,,,,,,58.0,0.0,NEGATIVE_SAMPLE,0,61.11319351196289,1.3279545276385358,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,0,0.0
,,,,,26.427446806121427,92.01270345114848,,,,,residential,,,,,,239.0,0.0,NEGATIVE_SAMPLE,0,55.7305793762207,1.947099087298482,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,0,0.0
MIZ/LU/84B/13/2018/01,Mizoram,Lunglei,Lunglawn landslide,"Lunglawn Veng, SE of Lunglei",22.87355833,92.75595278,Debris,Slide,"2014, 06 June 2018 at 6:30pm.",,residential,,,,,,2362.0,11.361316162059357,MATCHED,1,1073.3818359375,24.79300343252424,,,,,,,105,0.33422538049298023
,,,,,24.31533449823047,93.6806523386641,,,,,residential,,,,,,119.0,0.0,NEGATIVE_SAMPLE,0,842.4391479492188,1.952136145664876,,,,,,,40,0.12732395447351627
,,,,,27.391037463526505,95.23512379696304,,,,,residential,,,,,,80.0,0.0,NEGATIVE_SAMPLE,0,118.64958953857422,1.688030951662565,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,2,0.006366197723675813
MZ/SAI/84B15/2018/47,Mizoram,Saiha,,Outskirts of Saiha,22.495999999999988,92.975998,Rock,Fall,,,residential,,,,,,118.0,183.7127771744892,MATCHED,1,833.1649169921875,46.2989332924366,,,,,,,53,0.16870423967740905
,,,,,24.915492091810165,92.81351016635668,,,,,residential,,,,,,1196.0,0.0,NEGATIVE_SAMPLE,0,25.79429244995117,0.7031888068315975,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,8,0.025464790894703253
,,,,,24.74268452370188,92.34939323116512,,,,,tertiary,,,,asphalt,,100.0,0.0,NEGATIVE_SAMPLE,0,18.33484649658203,3.081210432986088,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,2,0.006366197723675813
MIZ/SER/84A16/2025/220,Mizoram,Serchhip,,Khawlailung,23.217324000000005,92.99812,Debris,Flow,01 June 2025,,primary,,,,,,3592.0,28.88618227869415,MATCHED,1,1097.0816650390625,26.99503057395264,,,,,,,37,0.11777465788800255
,,,,,26.9751884600103,95.05247295622388,,,,,secondary,,,,,,1230.0,0.0,NEGATIVE_SAMPLE,0,118.40304565429688,1.2021221523137982,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,23.667311844645926,91.2655525245178,,,,,residential,,,,,,171.0,0.0,NEGATIVE_SAMPLE,0,20.66957092285156,0.9663979785507236,26.190695347673834,33.6,13.6,6.149498997995992,361.9,80.94475138121547,0,0.0
,,,,,27.42272175008547,95.10627329983788,,,,,unclassified,,,,,,40.0,0.0,NEGATIVE_SAMPLE,0,106.3229751586914,0.5298810713238016,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,23.94514225001666,91.37112799984098,,,,,residential,,,,,,126.0,0.0,NEGATIVE_SAMPLE,0,35.19186782836914,2.120599614278138,26.190695347673834,33.6,13.6,6.149498997995992,361.9,80.94475138121547,0,0.0
SKM/WS/78A08/2015/269,Sikkim,West Sikkim,,Namchi-Assangthang Road,27.155028,88.319556,Rock,Slide,,,tertiary,ODR,,,,,7655.0,9.650230453245005,MATCHED,1,1399.916015625,38.72526323332426,18.63182125930941,30.9,1.0,8.528519306780177,233.9,81.46498792687133,132,0.42016904976260366
ME/EKH/83C02/2015/153,Meghalaya,East Khasi Hills,,NH-44,25.54450599999999,92.102033,Rock,Slide,,,trunk,NH6,,,asphalt,,7863.0,0.7891116430956947,MATCHED,1,1284.0887451171875,25.48341928129461,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,20,0.06366197723675814
,,,,,27.487318247865844,94.93106608048544,,,,,residential,,,,,,227.0,0.0,NEGATIVE_SAMPLE,0,108.9175796508789,1.1657111637065396,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,28.63227595149837,94.36113178998622,,,,,secondary,,,,,,4831.0,0.0,NEGATIVE_SAMPLE,0,1566.8599853515625,20.41987706100948,,,,,,,0,0.0
NAG/WOKH/83J08/2015/0025,Nagaland,Wokha,,2 km SE of Wokha,26.088361,94.264222,Rock,Slide,,,secondary,,,,,,9269.0,2.610555522756421,MATCHED,1,1466.671875,30.801777718722025,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,67,0.21326762374313976
AR/US/82P02/2022/075,Arunachal Pradesh,Upper Siang,Yingkiong Slide 3,NH-513,28.633861,95.023806,Debris,Slide,,,secondary,,,,unpaved,bad,26060.0,1.1002818693290424,MATCHED,1,379.281982421875,37.50278208220383,,,,,,,16,0.05092958178940651
,,,,,25.82239108927562,93.7983952710329,,,,,residential,,,,,,313.0,0.0,NEGATIVE_SAMPLE,0,190.24996948242188,2.1317323533715267,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,36,0.11459155902616464
MN/CDL/83L04/2020/26,Manipur,Chandel,,Tengnoupal,24.12,94.13,Rock,Slide,2015,,tertiary,,,,,,18829.0,174.6422079724855,MATCHED,1,842.2837524414062,21.371153102590856,,,,,,,42,0.13369015219719207
,,,,,26.98954825648253,95.05275650703696,,,,,secondary,,,,,,122.0,0.0,NEGATIVE_SAMPLE,0,115.06371307373048,3.90725499262328,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,23.375421550000222,91.27224850000168,,,,Talpatri Birahimpur Road,residential,,40.0,1.0,asphalt,,10.0,0.0,NEGATIVE_SAMPLE,0,12.517107009887695,1.2540550195860185,25.61738925541941,33.3,14.6,6.584143463898066,159.0,78.10803324099723,0,0.0
,,,,,25.39181905004387,90.25567750008078,,,,,secondary,ODR123,,,,,30.0,0.0,NEGATIVE_SAMPLE,0,64.30225372314453,7.329694853208757,,,,,,,0,0.0
MZ/LAW/84B16/2020/17,Mizoram,Saiha,Lombasu bymari slide 5,Lombasu bymari road,22.1,92.86,Debris,Slide,2018,,unclassified,,,,,,8623.0,458.3009493180021,MATCHED,1,331.0265197753906,27.36813442448076,,,,,,,13,0.04138028520389279
SK/ES/78 A11/TL,Sikkim,East Sikkim,Tshalumthang Landslide,Sangkhola-Zingla Road,27.25252778,88.52777778,Debris,Slide,July 2021,,unclassified,,,,unpaved,,12314.0,7.89715491441916,MATCHED,1,688.1551513671875,39.053039265274194,,,,,,,108,0.3437746770784939
MEG/WKH/78O10/2016/22,Meghalaya,West Khasi Hills,NongkhlawPatharkhamma R.S9,NongkhlawPatharkhammah,25.696489,91.644528,Debris,Slide,2016,,primary,,,,,,16731.0,30.11539447067836,MATCHED,1,1223.647216796875,28.469786602564668,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,43,0.13687325105902998
,,,,,23.817999819156302,91.2880249127077,,,,,residential,,,,,,404.0,0.0,NEGATIVE_SAMPLE,0,13.821916580200195,0.8147050105804132,26.190695347673834,33.6,13.6,6.149498997995992,361.9,80.94475138121547,2,0.006366197723675813
NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,,25.66667,94.10972,Debris,Slide,12 August 2007,,unclassified,,,,,,1465.0,3.810457922314868,MATCHED,1,1428.2203369140625,17.39172937590521,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,246,0.783042320012125
,,,,,27.460485650650227,94.962403872021,,,,,residential,,,,,,562.0,0.0,NEGATIVE_SAMPLE,0,109.93135833740234,1.1554315473666097,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
MEG/RIB/83C1/2016/5,Meghalaya,Ri-Bhoi,Umlatara,SH,25.796657000000003,92.143462,Earth,Slide,2015,,tertiary,,,,,,5118.0,946.9515726870573,MATCHED,1,815.92138671875,25.795907727963296,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,6,0.01909859317102744
MN/PZL/83H04/2020/2,Manipur,Pherzawl,,2 km South of Pherzawl.,24.239999999999995,93.18,Debris,Slide,,,tertiary,,,,,,4652.0,452.6248181284988,MATCHED,1,841.78857421875,32.35991830730615,24.334384121424403,31.7,13.7,4.743912408759124,99.5,79.61500291885581,31,0.09867606471697511
,,,,,25.598382321856874,91.86768032552196,,,,,residential,,,,,,59.0,0.0,NEGATIVE_SAMPLE,0,1395.6339111328125,3.5098303280518777,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,86,0.27374650211805995
,,,,,27.314025393855488,88.59963074331178,,,,,unclassified,,,,,,702.0,0.0,NEGATIVE_SAMPLE,0,1293.19970703125,24.8704246568584,,,,,,,102,0.3246760839074665
MN/CCP/83H12/2020/4,Manipur,Churachandpur,,Zabelli Road,24.17,93.58,Debris,Slide,,,tertiary,,,,unpaved,,11065.0,1121.0538375025435,MATCHED,1,949.886474609375,15.202686383970478,,,,,,,36,0.11459155902616464
,,,,,25.83820103075433,93.42676779584244,,,,,tertiary,,,,,,537.0,0.0,NEGATIVE_SAMPLE,0,180.5411376953125,8.343711993080076,23.923920265780733,31.8,13.2,4.781616832779624,143.8,78.51052048726467,6,0.01909859317102744
MZ/LUNG/84B14/2018/27,Mizoram,Lunglei,,NH 54,22.691999,92.841003,Debris,Fall,,,trunk,NH2,,,,,17660.0,26.199505879102755,MATCHED,1,906.6013793945312,37.73851313170738,,,,,,,21,0.06684507609859604
,,,,,27.262551978364083,94.99477972980117,,,,,residential,,,,,,275.0,0.0,NEGATIVE_SAMPLE,0,106.54779052734376,6.196838547185905,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
,,,,,27.478970801991235,94.90779460702755,,,,,residential,,,,,,49.0,0.0,NEGATIVE_SAMPLE,0,105.76265716552734,1.5667547261313592,24.176780185758517,31.9,15.8,8.724764890282131,62.1,85.41486068111455,0,0.0
AP/LEP/83I09/2021/81,Arunachal Pradesh,Lepa rada,Garo- Basar road section slide 1,Garo- Basar road section,27.944444,94.692528,Rock,Slide,,,primary,,,,,,15992.0,3.672525029500974,MATCHED,1,802.7424926757812,30.8686238664582,24.042857142857144,34.7,13.4,11.99898305084746,296.9,75.21317829457364,12,0.03819718634205488
MZ/CHA/84E07/2017/24,Mizoram,Champhai,Khuangleng slide,Khuangleng village,23.303412000000005,93.31066,Rock,Slide,2017,,primary,,,,,,2900.0,7.928578530984461,MATCHED,1,1482.1473388671875,17.326918148473286,,,,,,,39,0.12414085561167836
,,,,,25.39518970703272,93.27939584408004,,,,,secondary,Nc-M-1,,,,,5128.0,0.0,NEGATIVE_SAMPLE,0,338.0355529785156,6.2365297183682245,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,22,0.07002817496043395
,,,,,26.20813877815561,92.42609669854028,,,,,residential,,,,,,331.0,0.0,NEGATIVE_SAMPLE,0,64.47835540771484,3.435627713299072,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,1,0.0031830988618379067
,,,,,24.84348784067862,92.40474512659648,,,,,trunk,NH37,,3.0,concrete,,82.0,0.0,NEGATIVE_SAMPLE,0,15.199143409729004,2.178622562491873,21.554437420986098,33.4,6.0,13.93519595448799,410.0,80.95847176079734,2,0.006366197723675813
,,,,,26.847437406475,93.5475830224818,,,,,residential,,,,,,494.0,0.0,NEGATIVE_SAMPLE,0,82.2756576538086,5.06030593105334,24.57065706570657,35.0,12.9,9.633934204596663,173.0,81.8010152284264,0,0.0
MZ/MAM/84A10/2015/161,Mizoram,Mamit,,"South of Lungdar Tlang, W",23.637471999999995,92.595278,Rock,Slide,,,secondary,,,,,,16879.0,9.552581908943791,MATCHED,1,1210.928466796875,35.33547386889542,24.334384121424403,31.7,13.7,4.743912408759124,99.5,79.61500291885581,58,0.1846197339865986
ME/RIB/2026/32,Meghalaya,Ri-Bhoi,Umbang 1,NH-6,25.68255833,91.90111389,Debris,Slide,30 June 2024,,trunk,NH6,,,,,12926.0,28.07582430018845,MATCHED,1,954.7222290039062,11.50831546100818,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,69,0.21963382146681557
,,,,,25.5137475325314,91.89765066515255,,,,,secondary,,,,asphalt,,3476.0,0.0,NEGATIVE_SAMPLE,0,1773.998779296875,5.648049996265248,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,34,0.10822536130248883
,,,,,24.812121300675624,92.79915230975742,,,,,residential,,,,,,72.0,0.0,NEGATIVE_SAMPLE,0,22.837032318115234,0.8455020151617314,23.23047671534858,34.7,10.6,6.439211904105815,416.1,81.01439645625692,2,0.006366197723675813
NAG/WOK/83J/4/2016/0042,Nagaland,Wokha,,Sanis,26.208417,94.204389,Debris,Slide,,,primary,SH 4,,,,,5549.0,4.873440419783991,MATCHED,1,647.5570068359375,26.977649010231392,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,59,0.1878028328484365
,,,,,25.93382831778589,91.45966200626012,,,,,unclassified,,,,,,2032.0,0.0,NEGATIVE_SAMPLE,0,64.50711059570312,3.9728337362512898,24.273975636766338,32.1,13.3,9.85719822812846,347.3,82.4091915836102,3,0.00954929658551372
MAN/TAM/83G12/2017/0063,Manipur,Tamenglong,,Dailong road,25.055139000000004,93.603778,Debris,Slide,,,primary,,,,,,17144.0,5.847663826445259,MATCHED,1,959.119140625,22.667280177522773,22.23690693430657,32.9,10.9,3.649178695868592,101.1,79.76685082872928,64,0.20371832715762603
MEGH/EKH/78O14/2007/D-24,Meghalaya,East Khasi Hills,Mawiong slide,,25.626417,91.887028,Debris,Slide,,,residential,,,,,,105.0,47.85107553121808,MATCHED,1,1256.109130859375,13.813569660837546,20.820361303393558,33.9,6.2,6.685198300283286,245.1,79.46736842105263,88,0.2801126998417358
,,,,,24.038654700000286,91.41332739999912,,,,,residential,,,,,,3.0,0.0,NEGATIVE_SAMPLE,0,29.93268203735352,2.3820597057313955,26.190695347673834,33.6,13.6,6.149498997995992,361.9,80.94475138121547,3,0.00954929658551372
NAG/KOH/83K1/2016/162,Nagaland,Kohima,,Gariphema,25.804971999999992,94.241086,Debris,Slide,,,unclassified,,,,,,3147.0,616.8902749481656,MATCHED,1,1003.6641845703124,33.57576811916351,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,40,0.12732395447351627
,,,,,23.36729188318195,91.25320598908074,,,,,residential,,,,,,31.0,0.0,NEGATIVE_SAMPLE,0,11.120046615600586,1.272272059327669,25.61738925541941,33.3,14.6,6.584143463898066,159.0,78.10803324099723,0,0.0
NL/KOH/83K01/2023/06,Nagaland,Kohima,Botsa,Kohima-Botsa road,25.7439067,94.0824993,Debris,Slide,July 2023,,trunk,NH2,,,,,23458.0,15.291973392934128,MATCHED,1,1260.2208251953125,30.048378923955656,20.85228468568264,32.0,7.6,4.679590141235115,151.3,79.07532539462753,213,0.6780000575714741
MAN/TAM/83G12/2017/0068,Manipur,Tamenglong,,Dailong road,25.061416999999995,93.604889,Debris,Slide,,,primary,,,,,,17144.0,6.297472474503295,MATCHED,1,971.662353515625,22.85011806814788,22.23690693430657,32.9,10.9,3.649178695868592,101.1,79.76685082872928,64,0.20371832715762603
MZ/LAW/84B10/2020/27,Mizoram,Lawngtlai,Mualbu L slide 2,Mualbu L,22.55999999999999,92.67,Rock,Slide,2017,,primary,,,,,,21134.0,340.86914092115785,MATCHED,1,486.7861633300781,28.25814332349625,,,,,,,36,0.11459155902616464
